,1,2,3,4,5,E,SD
Results on top all,0.0040234100025128021,0.003136394601979439,0.003271710091231179,0.00340017745881228,0.0029074311965312341,0.00334782516012818,0.0010916720520681
Results on top on cluster,0.006031009091621336,0.005876322100327921,0.0053001267291005261,0.005712013721128277,0.006120925571082177,0.00580807901251212,0.0009178930036601
